slot	arm	attempt	started_at	finished_at	exit_code	run_dir	response_turns	classification	log
12	none	1	2026-08-07T11:36:55+00:00	2026-08-07T11:37:40+00:00	unknown	runs/aiwf_medium_context/20260807T113655Z_google_gemma-4-31B-it_none_slot012_attempt01_a0eed3aa	30	complete_30	ops/local-gemma4-31b-nvfp4-sglang/aiewf-medium-bf16kv-n120-extension-20260807/logs/slot012-none-attempt01.log
13	none	1	2026-08-07T11:37:40+00:00	2026-08-07T11:38:24+00:00	unknown	runs/aiwf_medium_context/20260807T113740Z_google_gemma-4-31B-it_none_slot013_attempt01_c6bc8a60	30	complete_30	ops/local-gemma4-31b-nvfp4-sglang/aiewf-medium-bf16kv-n120-extension-20260807/logs/slot013-none-attempt01.log
14	none	1	2026-08-07T11:38:24+00:00	2026-08-07T11:39:10+00:00	unknown	runs/aiwf_medium_context/20260807T113824Z_google_gemma-4-31B-it_none_slot014_attempt01_4bb5558e	30	complete_30	ops/local-gemma4-31b-nvfp4-sglang/aiewf-medium-bf16kv-n120-extension-20260807/logs/slot014-none-attempt01.log
15	none	1	2026-08-07T11:39:10+00:00	2026-08-07T11:39:57+00:00	unknown	runs/aiwf_medium_context/20260807T113910Z_google_gemma-4-31B-it_none_slot015_attempt01_82c30a27	30	complete_30	ops/local-gemma4-31b-nvfp4-sglang/aiewf-medium-bf16kv-n120-extension-20260807/logs/slot015-none-attempt01.log
16	none	1	2026-08-07T11:39:57+00:00	2026-08-07T11:40:43+00:00	unknown	runs/aiwf_medium_context/20260807T113957Z_google_gemma-4-31B-it_none_slot016_attempt01_8c2c1a34	30	complete_30	ops/local-gemma4-31b-nvfp4-sglang/aiewf-medium-bf16kv-n120-extension-20260807/logs/slot016-none-attempt01.log
17	none	1	2026-08-07T11:40:43+00:00	2026-08-07T11:41:26+00:00	unknown	runs/aiwf_medium_context/20260807T114043Z_google_gemma-4-31B-it_none_slot017_attempt01_c39e45f0	30	complete_30	ops/local-gemma4-31b-nvfp4-sglang/aiewf-medium-bf16kv-n120-extension-20260807/logs/slot017-none-attempt01.log
18	none	1	2026-08-07T11:41:26+00:00	2026-08-07T11:42:12+00:00	unknown	runs/aiwf_medium_context/20260807T114126Z_google_gemma-4-31B-it_none_slot018_attempt01_c99c59dc	30	complete_30	ops/local-gemma4-31b-nvfp4-sglang/aiewf-medium-bf16kv-n120-extension-20260807/logs/slot018-none-attempt01.log
19	none	1	2026-08-07T11:42:12+00:00	2026-08-07T11:43:00+00:00	unknown	runs/aiwf_medium_context/20260807T114212Z_google_gemma-4-31B-it_none_slot019_attempt01_c325ee3b	30	complete_30	ops/local-gemma4-31b-nvfp4-sglang/aiewf-medium-bf16kv-n120-extension-20260807/logs/slot019-none-attempt01.log
20	none	1	2026-08-07T11:43:01+00:00	2026-08-07T11:43:47+00:00	unknown	runs/aiwf_medium_context/20260807T114301Z_google_gemma-4-31B-it_none_slot020_attempt01_a7f3fecd	30	complete_30	ops/local-gemma4-31b-nvfp4-sglang/aiewf-medium-bf16kv-n120-extension-20260807/logs/slot020-none-attempt01.log
21	none	1	2026-08-07T11:43:47+00:00	2026-08-07T11:44:34+00:00	unknown	runs/aiwf_medium_context/20260807T114347Z_google_gemma-4-31B-it_none_slot021_attempt01_bcfd3cd3	30	complete_30	ops/local-gemma4-31b-nvfp4-sglang/aiewf-medium-bf16kv-n120-extension-20260807/logs/slot021-none-attempt01.log
22	none	1	2026-08-07T11:44:34+00:00	2026-08-07T11:45:17+00:00	unknown	runs/aiwf_medium_context/20260807T114434Z_google_gemma-4-31B-it_none_slot022_attempt01_c5a52b2e	30	complete_30	ops/local-gemma4-31b-nvfp4-sglang/aiewf-medium-bf16kv-n120-extension-20260807/logs/slot022-none-attempt01.log
23	none	1	2026-08-07T11:45:17+00:00	2026-08-07T11:46:04+00:00	unknown	runs/aiwf_medium_context/20260807T114517Z_google_gemma-4-31B-it_none_slot023_attempt01_2fb1734f	30	complete_30	ops/local-gemma4-31b-nvfp4-sglang/aiewf-medium-bf16kv-n120-extension-20260807/logs/slot023-none-attempt01.log
24	none	1	2026-08-07T11:46:04+00:00	2026-08-07T11:46:52+00:00	unknown	runs/aiwf_medium_context/20260807T114604Z_google_gemma-4-31B-it_none_slot024_attempt01_c56bc015	30	complete_30	ops/local-gemma4-31b-nvfp4-sglang/aiewf-medium-bf16kv-n120-extension-20260807/logs/slot024-none-attempt01.log
25	none	1	2026-08-07T11:46:52+00:00	2026-08-07T11:47:37+00:00	unknown	runs/aiwf_medium_context/20260807T114652Z_google_gemma-4-31B-it_none_slot025_attempt01_062d8c3c	30	complete_30	ops/local-gemma4-31b-nvfp4-sglang/aiewf-medium-bf16kv-n120-extension-20260807/logs/slot025-none-attempt01.log
26	none	1	2026-08-07T11:47:37+00:00	2026-08-07T11:48:24+00:00	unknown	runs/aiwf_medium_context/20260807T114737Z_google_gemma-4-31B-it_none_slot026_attempt01_fa7a19ae	30	complete_30	ops/local-gemma4-31b-nvfp4-sglang/aiewf-medium-bf16kv-n120-extension-20260807/logs/slot026-none-attempt01.log
